loan_id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,mths_since_last_major_derog
6210,0.0,3/1/89,1.0,,,8.0,0.0,52268,74.8,16.0,
6211,0.0,7/1/92,3.0,39.0,,10.0,0.0,19450,46.8,15.0,
6212,0.0,11/1/97,0.0,,,6.0,0.0,12663,33.8,19.0,
6213,1.0,4/1/97,1.0,16.0,,12.0,0.0,19294,41.0,31.0,
6214,0.0,3/1/05,0.0,0.0,0.0,2.0,0.0,1085,28.6,2.0,
6215,0.0,1/1/94,0.0,,,7.0,0.0,7537,17.9,10.0,
6216,0.0,12/1/78,1.0,42.0,,7.0,0.0,3127,37.7,18.0,
6217,0.0,5/1/84,2.0,,,11.0,0.0,17604,36.1,38.0,
6218,0.0,5/1/82,1.0,,,31.0,0.0,27174,39.3,43.0,
6219,0.0,12/1/03,2.0,,,4.0,0.0,8555,75.0,13.0,
6220,0.0,8/1/04,0.0,,,4.0,0.0,3243,17.1,5.0,
6221,0.0,12/1/98,1.0,,,4.0,0.0,7114,83.7,7.0,
6222,1.0,12/1/99,1.0,2.0,,9.0,0.0,1365,40.1,24.0,
6223,0.0,2/1/87,0.0,,,17.0,0.0,12814,35.7,25.0,
6224,0.0,5/1/04,0.0,,,9.0,0.0,24784,84.3,25.0,
6225,0.0,6/1/76,0.0,24.0,,16.0,0.0,1305,1.2,34.0,
6226,0.0,7/1/93,1.0,65.0,,10.0,0.0,18570,48.6,26.0,
6227,0.0,9/1/90,1.0,,,14.0,0.0,14831,21.3,39.0,
6228,0.0,11/1/95,1.0,69.0,,7.0,0.0,7743,65.1,20.0,
6229,0.0,11/1/86,2.0,,,15.0,0.0,6451,17.5,32.0,
6230,0.0,2/1/97,0.0,,112.0,10.0,1.0,2793,15.3,42.0,
6231,0.0,11/1/02,0.0,,,4.0,0.0,6,0.1,8.0,
6232,0.0,8/1/94,0.0,,,8.0,0.0,5066,38.4,24.0,
6233,,,,,,,,0,,,
6234,0.0,12/1/06,1.0,,,9.0,0.0,7990,59.5,15.0,
6235,0.0,11/1/96,0.0,,89.0,9.0,1.0,6618,75.8,17.0,
6236,0.0,6/1/00,0.0,,,5.0,0.0,7082,16.4,8.0,
6237,1.0,6/1/84,2.0,22.0,,19.0,0.0,23063,35.9,51.0,
6238,0.0,10/1/03,0.0,,,5.0,0.0,1092,9.9,9.0,
6239,1.0,5/1/07,0.0,16.0,,10.0,0.0,8489,56.6,23.0,
6240,0.0,9/1/03,2.0,,,6.0,0.0,9524,77.4,9.0,
6241,0.0,4/1/00,1.0,,,8.0,0.0,15286,41.7,13.0,
6242,1.0,5/1/81,0.0,2.0,,17.0,0.0,10786,19.0,41.0,
6243,0.0,8/1/03,0.0,,,8.0,0.0,3385,9.3,16.0,
6244,0.0,9/1/98,0.0,39.0,,12.0,0.0,4759,21.2,28.0,
6245,0.0,5/1/00,1.0,,,4.0,0.0,10894,51.4,10.0,
6246,0.0,8/1/90,0.0,44.0,,5.0,0.0,9698,64.7,28.0,
6247,0.0,12/1/96,0.0,,,7.0,0.0,1059,11.1,19.0,
6248,0.0,6/1/99,2.0,,,12.0,0.0,13426,51.6,22.0,
6249,0.0,6/1/95,2.0,,,7.0,0.0,8338,15.0,30.0,
6250,0.0,9/1/00,1.0,47.0,,9.0,0.0,10980,94.7,20.0,
6251,0.0,6/1/02,3.0,,,24.0,0.0,5506,22.7,35.0,
6252,0.0,11/1/98,0.0,,,9.0,0.0,3490,31.6,26.0,
6253,1.0,1/1/00,3.0,21.0,,13.0,0.0,12930,64.0,28.0,
6254,0.0,6/1/99,4.0,,,7.0,0.0,1431,4.4,12.0,
6255,0.0,9/1/02,2.0,68.0,,5.0,0.0,2456,40.3,18.0,
6256,0.0,8/1/02,2.0,,,7.0,0.0,50325,66.8,21.0,
6257,0.0,5/1/03,2.0,,,15.0,0.0,23835,63.1,24.0,
6258,0.0,11/1/00,0.0,,,2.0,0.0,6054,96.1,7.0,
6259,0.0,8/1/95,1.0,,,11.0,0.0,11432,75.2,21.0,
6260,0.0,2/1/92,3.0,0.0,0.0,23.0,0.0,108397,67.3,53.0,
6261,0.0,3/1/01,1.0,,,7.0,0.0,2156,19.1,7.0,
6262,1.0,9/1/88,2.0,19.0,,18.0,0.0,6993,13.7,50.0,
6263,0.0,8/1/07,1.0,,,6.0,0.0,1810,64.6,8.0,
6264,0.0,7/1/04,2.0,,,5.0,0.0,201,11.8,8.0,
6265,1.0,1/1/01,0.0,12.0,,6.0,0.0,8450,89.9,19.0,
6266,0.0,3/1/98,1.0,,,8.0,0.0,23096,55.3,17.0,
6267,0.0,3/1/01,0.0,,,15.0,0.0,10836,44.4,20.0,
6268,0.0,4/1/01,0.0,49.0,,10.0,0.0,278,1.2,17.0,
6269,0.0,11/1/95,1.0,,,3.0,0.0,12447,83.0,15.0,
6270,0.0,8/1/01,0.0,,,11.0,0.0,118412,99.1,18.0,
6271,0.0,9/1/98,4.0,65.0,,6.0,0.0,2092,67.5,15.0,
6272,1.0,6/1/97,2.0,13.0,,2.0,0.0,393,26.2,11.0,
6273,0.0,1/1/93,0.0,,88.0,8.0,1.0,11292,78.4,17.0,
6274,0.0,2/1/03,2.0,,,8.0,0.0,77,0.4,24.0,
6275,1.0,1/1/90,0.0,15.0,,13.0,0.0,21443,69.8,31.0,
6276,0.0,10/1/95,0.0,43.0,,9.0,0.0,8735,69.5,32.0,
6277,0.0,10/1/00,1.0,,,10.0,0.0,22384,72.8,24.0,
6278,0.0,6/1/00,1.0,,,6.0,0.0,5635,94.1,15.0,
6279,0.0,2/1/99,4.0,,,9.0,0.0,5121,17.7,21.0,
6280,0.0,11/1/89,0.0,,,5.0,0.0,7590,51.3,10.0,
6281,0.0,7/1/04,0.0,25.0,,8.0,0.0,3317,52.7,13.0,
6282,0.0,2/1/97,2.0,54.0,,12.0,0.0,7570,70.1,22.0,
6283,0.0,11/1/96,3.0,,54.0,13.0,1.0,6288,22.3,16.0,
6284,0.0,11/1/91,0.0,,,9.0,0.0,10463,51.5,26.0,
6285,0.0,1/1/96,0.0,,,6.0,0.0,11238,50.4,12.0,
6286,0.0,10/1/98,0.0,,,6.0,0.0,12695,90.7,9.0,
6287,0.0,2/1/00,1.0,,,11.0,0.0,11472,46.6,21.0,
6288,0.0,7/1/99,0.0,47.0,,3.0,0.0,1181,53.7,8.0,
6289,0.0,7/1/01,0.0,,,4.0,0.0,0,24.66,10.0,
6290,0.0,12/1/98,0.0,80.0,,11.0,0.0,14026,43.8,24.0,
6291,0.0,11/1/88,2.0,,,7.0,0.0,14922,59.2,20.0,
6292,0.0,11/1/89,1.0,,,15.0,0.0,29814,56.9,34.0,
6293,0.0,4/1/97,2.0,67.0,,11.0,0.0,8613,56.7,25.0,
6294,0.0,6/1/01,0.0,,,15.0,0.0,13261,19.1,25.0,
6295,0.0,5/1/96,0.0,33.0,,5.0,0.0,8288,83.7,7.0,
6296,0.0,9/1/86,0.0,,,8.0,0.0,494,4.7,17.0,
6297,0.0,11/1/03,0.0,,,13.0,0.0,6925,32.5,20.0,
6298,0.0,11/1/92,2.0,42.0,,14.0,0.0,26681,41.4,42.0,
6299,0.0,3/1/00,2.0,67.0,,19.0,0.0,12759,78.8,32.0,
6300,0.0,9/1/03,5.0,30.0,,4.0,0.0,7,0.2,9.0,
6301,0.0,1/1/94,0.0,83.0,,6.0,0.0,256,2.0,8.0,
6302,0.0,11/1/98,0.0,30.0,,10.0,0.0,8730,28.4,29.0,
6303,0.0,7/1/96,0.0,27.0,,13.0,0.0,4654,22.1,45.0,
6304,0.0,2/1/87,7.0,,,13.0,0.0,37589,72.0,31.0,
6305,0.0,11/1/99,1.0,,,13.0,0.0,19011,54.2,33.0,
6306,0.0,9/1/04,0.0,,,9.0,0.0,4179,16.1,19.0,
6307,0.0,5/1/70,0.0,,,15.0,0.0,27454,26.0,57.0,
6308,0.0,7/1/75,0.0,,,10.0,0.0,61882,60.6,24.0,
6309,0.0,2/1/96,2.0,,,11.0,0.0,5578,9.0,27.0,
6310,0.0,9/1/83,2.0,76.0,,15.0,0.0,30184,82.7,32.0,
6311,0.0,11/1/01,2.0,,,7.0,0.0,12556,54.4,14.0,
6312,0.0,4/1/05,0.0,,,9.0,0.0,16375,66.0,17.0,
6313,0.0,1/1/07,0.0,,,8.0,0.0,394,3.2,10.0,
6314,1.0,12/1/01,1.0,13.0,,8.0,0.0,2613,19.8,18.0,
6315,0.0,5/1/06,0.0,,,3.0,0.0,1321,94.4,13.0,
6316,0.0,10/1/97,0.0,,,9.0,0.0,580,52.7,23.0,
6317,0.0,3/1/94,2.0,,,9.0,0.0,3868,57.7,17.0,
6318,0.0,4/1/96,0.0,33.0,,8.0,0.0,13363,94.1,32.0,
6319,0.0,8/1/98,1.0,,,5.0,0.0,1807,16.7,11.0,
6320,0.0,7/1/05,0.0,,,9.0,0.0,11625,58.4,10.0,
6321,0.0,10/1/99,0.0,,,14.0,0.0,11285,46.6,19.0,
6322,0.0,9/1/01,1.0,,,9.0,0.0,21353,94.5,11.0,
6323,0.0,1/1/97,2.0,,,6.0,0.0,9350,26.0,31.0,
6324,0.0,1/1/75,3.0,,,13.0,0.0,6818,47.7,38.0,
6325,0.0,11/1/97,5.0,58.0,,10.0,0.0,11423,71.4,40.0,
6326,0.0,2/1/96,0.0,,,11.0,0.0,4853,7.6,29.0,
6327,0.0,10/1/99,3.0,,,8.0,0.0,51669,26.7,19.0,
6328,0.0,10/1/99,0.0,,92.0,12.0,1.0,13641,97.4,16.0,
6329,0.0,9/1/95,1.0,,,18.0,0.0,5500,22.0,42.0,
6330,0.0,11/1/07,2.0,,,2.0,0.0,410,20.5,5.0,
6331,0.0,7/1/05,4.0,,,7.0,0.0,813,10.2,12.0,
6332,0.0,8/1/04,2.0,29.0,,3.0,0.0,1371,21.4,13.0,
6333,0.0,3/1/06,0.0,,,4.0,0.0,972,23.7,7.0,
6334,0.0,8/1/01,1.0,,,21.0,0.0,8243,60.8,33.0,
6335,0.0,2/1/00,1.0,,116.0,10.0,1.0,11143,21.2,19.0,
6336,0.0,10/1/99,1.0,26.0,,7.0,0.0,2870,14.3,16.0,
6337,0.0,12/1/90,2.0,,,11.0,0.0,28456,87.6,19.0,
6338,0.0,8/1/97,0.0,,,7.0,0.0,7347,60.2,14.0,
6339,0.0,4/1/90,2.0,,,6.0,0.0,1500,34.9,22.0,
6340,0.0,8/1/01,2.0,,,5.0,0.0,6447,82.7,8.0,
6341,0.0,11/1/95,0.0,64.0,,8.0,0.0,0,0.0,14.0,
6342,2.0,4/1/85,1.0,18.0,,7.0,0.0,69261,23.6,29.0,
6343,0.0,5/1/92,2.0,,,10.0,0.0,1553,1.6,23.0,
6344,0.0,9/1/01,1.0,,,3.0,0.0,1763,25.2,31.0,
6345,0.0,5/1/97,0.0,,86.0,7.0,1.0,2192,24.1,16.0,
6346,0.0,5/1/95,1.0,76.0,,4.0,0.0,12191,62.2,14.0,
6347,2.0,12/1/87,0.0,2.0,,6.0,0.0,11616,45.7,27.0,
6348,0.0,4/1/06,2.0,,,5.0,0.0,4404,23.2,7.0,
6349,0.0,8/1/95,0.0,78.0,89.0,4.0,1.0,9533,86.7,14.0,
6350,0.0,12/1/03,1.0,,,8.0,0.0,11019,51.7,14.0,
6351,0.0,12/1/76,0.0,,,8.0,0.0,27485,45.7,22.0,
6352,0.0,10/1/99,1.0,,,15.0,0.0,14658,29.1,35.0,
6353,0.0,11/1/06,0.0,,,6.0,0.0,10343,69.4,10.0,
6354,0.0,12/1/99,1.0,,,11.0,0.0,6595,44.9,20.0,
6355,0.0,3/1/99,2.0,55.0,,4.0,0.0,172,24.6,11.0,
6356,0.0,2/1/95,0.0,,,11.0,0.0,10384,47.4,17.0,
6357,1.0,9/1/96,0.0,19.0,,3.0,0.0,1420,52.6,8.0,
6358,0.0,7/1/72,0.0,,,3.0,0.0,1083,4.8,5.0,
6359,0.0,2/1/00,1.0,,,5.0,0.0,12858,51.8,20.0,
6360,0.0,2/1/08,3.0,,,11.0,0.0,4366,45.5,21.0,
6361,0.0,1/1/84,1.0,,,19.0,0.0,6735,3.8,28.0,
6362,0.0,5/1/90,0.0,,,18.0,0.0,18252,77.0,34.0,
6363,1.0,12/1/93,0.0,12.0,,6.0,0.0,20087,94.7,14.0,
6364,0.0,5/1/98,2.0,29.0,,7.0,0.0,18674,84.1,35.0,
6365,1.0,9/1/63,4.0,6.0,,7.0,0.0,31416,97.6,31.0,
6366,0.0,4/1/01,1.0,70.0,61.0,16.0,1.0,1767,34.6,26.0,
6367,0.0,10/1/97,2.0,30.0,,18.0,0.0,5132,41.4,46.0,
6368,0.0,4/1/89,2.0,,,5.0,0.0,116601,89.6,14.0,
6369,0.0,2/1/92,0.0,,,12.0,0.0,34171,64.8,25.0,
6370,0.0,1/1/01,2.0,41.0,,14.0,0.0,9262,42.7,29.0,
6371,0.0,7/1/07,1.0,,,6.0,0.0,5668,46.1,7.0,
6372,0.0,12/1/92,3.0,,,9.0,0.0,9595,51.6,19.0,
6373,0.0,8/1/93,0.0,,,9.0,0.0,12529,67.7,17.0,
6374,1.0,1/1/00,3.0,21.0,,13.0,0.0,12280,60.8,28.0,
6375,0.0,5/1/95,2.0,60.0,,8.0,0.0,8677,57.8,16.0,
6376,1.0,8/1/00,1.0,17.0,,2.0,0.0,3415,75.9,20.0,
6377,0.0,11/1/93,3.0,,,9.0,0.0,3054,8.3,10.0,
6378,0.0,2/1/98,2.0,,,17.0,0.0,12757,51.4,33.0,
6379,0.0,5/1/97,0.0,,,6.0,0.0,6438,19.8,19.0,
6380,0.0,11/1/99,0.0,,,9.0,0.0,11206,71.8,16.0,
6381,1.0,3/1/96,1.0,20.0,117.0,6.0,1.0,9147,54.3,16.0,
6382,0.0,2/1/96,1.0,,,20.0,0.0,124185,24.0,40.0,
6383,0.0,4/1/95,1.0,,,23.0,0.0,46806,35.2,60.0,
6384,0.0,4/1/05,2.0,,,6.0,0.0,6235,58.3,7.0,
6385,2.0,5/1/00,1.0,23.0,,13.0,0.0,21031,68.1,30.0,
6386,0.0,11/1/98,0.0,45.0,,13.0,0.0,8471,12.4,35.0,
6387,0.0,9/1/06,1.0,,,8.0,0.0,6187,54.3,11.0,
6388,0.0,5/1/95,1.0,30.0,,8.0,0.0,14666,47.5,20.0,
6389,0.0,6/1/06,0.0,,,3.0,0.0,6758,90.1,6.0,
6390,0.0,4/1/00,0.0,,,10.0,0.0,13421,67.4,30.0,
6391,2.0,3/1/87,0.0,12.0,,6.0,0.0,2093,18.2,24.0,
6392,0.0,12/1/98,0.0,,,11.0,0.0,4987,22.8,36.0,
6393,0.0,11/1/93,2.0,,,8.0,0.0,0,0.0,24.0,
6394,0.0,3/1/99,1.0,,,12.0,0.0,14308,54.8,23.0,
6395,0.0,9/1/02,0.0,,,7.0,0.0,10410,72.8,11.0,
6396,0.0,1/1/96,0.0,,,3.0,0.0,24082,90.5,5.0,
6397,0.0,4/1/87,1.0,,,10.0,0.0,46663,47.4,30.0,
6398,0.0,12/1/93,0.0,0.0,0.0,3.0,0.0,24615,94.7,6.0,
6399,0.0,1/1/78,0.0,,,7.0,0.0,13162,58.8,14.0,
6400,0.0,8/1/90,0.0,,,5.0,0.0,14863,81.7,17.0,
6401,0.0,4/1/99,0.0,,,18.0,0.0,59805,30.2,50.0,
6402,0.0,9/1/03,1.0,,,19.0,0.0,9745,60.2,41.0,
6403,0.0,8/1/00,1.0,67.0,,8.0,0.0,20449,70.3,18.0,
6404,0.0,5/1/94,2.0,,,7.0,0.0,6236,67.8,19.0,
6405,0.0,1/1/07,3.0,0.0,0.0,2.0,0.0,5898,42.1,2.0,
6406,0.0,3/1/01,0.0,,,15.0,0.0,8659,21.3,37.0,
6407,0.0,3/1/07,0.0,,,7.0,0.0,8376,91.0,9.0,
6408,0.0,9/1/02,1.0,,,9.0,0.0,3564,57.5,10.0,
6409,0.0,4/1/96,0.0,,,7.0,0.0,1052,8.6,21.0,
6410,0.0,3/1/97,0.0,,,11.0,0.0,36449,45.1,17.0,
6411,0.0,9/1/89,2.0,28.0,,5.0,0.0,46554,99.9,31.0,
6412,0.0,9/1/99,0.0,,,4.0,0.0,15891,68.8,7.0,
6413,0.0,5/1/04,1.0,45.0,,3.0,0.0,507,63.4,6.0,
6414,0.0,5/1/91,0.0,,,6.0,0.0,12763,28.9,19.0,
6415,0.0,6/1/01,0.0,,,10.0,0.0,15904,87.4,14.0,
6416,0.0,3/1/02,2.0,76.0,,6.0,0.0,7210,68.7,8.0,
6417,0.0,4/1/95,0.0,29.0,,15.0,0.0,11876,44.4,29.0,
6418,0.0,6/1/92,0.0,55.0,,15.0,0.0,35114,52.6,53.0,
6419,0.0,4/1/02,1.0,,,6.0,0.0,3492,9.3,11.0,
6420,0.0,2/1/02,0.0,25.0,,11.0,0.0,3307,26.7,32.0,
6421,0.0,3/1/80,1.0,,102.0,22.0,1.0,17768,65.8,28.0,
6422,0.0,12/1/98,0.0,,,11.0,0.0,16191,82.7,26.0,
6423,0.0,9/1/91,0.0,,,18.0,0.0,28972,33.6,32.0,
6424,0.0,4/1/97,1.0,47.0,,7.0,0.0,4262,85.2,28.0,
6425,0.0,9/1/01,2.0,28.0,,9.0,0.0,10450,75.0,25.0,
6426,0.0,7/1/80,0.0,,,5.0,0.0,17249,32.5,16.0,
6427,0.0,10/1/04,1.0,,,11.0,0.0,10417,92.2,15.0,
6428,2.0,10/1/76,2.0,20.0,,5.0,0.0,2712,73.9,18.0,
6429,0.0,12/1/98,3.0,30.0,104.0,8.0,1.0,3517,39.5,30.0,
6430,0.0,5/1/02,1.0,,,16.0,0.0,7014,11.4,46.0,
6431,2.0,4/1/96,3.0,19.0,,7.0,0.0,18223,80.3,22.0,
6432,0.0,1/1/96,1.0,,,6.0,0.0,5789,45.9,13.0,
6433,0.0,12/1/06,1.0,,,11.0,0.0,9936,54.6,14.0,
6434,0.0,7/1/98,5.0,,100.0,14.0,1.0,9939,60.8,33.0,
6435,0.0,5/1/97,1.0,35.0,,10.0,0.0,6721,54.0,23.0,
6436,0.0,10/1/98,0.0,,,9.0,0.0,3511,30.8,27.0,
6437,0.0,5/1/05,1.0,,,4.0,0.0,9459,90.1,4.0,
6438,0.0,12/1/96,1.0,,95.0,8.0,1.0,9363,78.7,11.0,
6439,0.0,10/1/02,0.0,,,7.0,0.0,10143,41.3,16.0,
6440,0.0,4/1/98,0.0,,,8.0,0.0,9785,21.5,18.0,
6441,0.0,10/1/96,0.0,52.0,,18.0,0.0,19484,46.5,41.0,
6442,0.0,5/1/01,0.0,64.0,,10.0,0.0,5960,43.8,28.0,
6443,0.0,3/1/98,0.0,69.0,,6.0,0.0,4584,48.8,10.0,
6444,0.0,4/1/05,0.0,,,4.0,0.0,290,3.8,5.0,
6445,0.0,12/1/02,1.0,,,6.0,0.0,1543,27.1,8.0,
6446,0.0,9/1/98,3.0,,,14.0,0.0,28813,44.9,27.0,
6447,0.0,10/1/05,2.0,,,5.0,0.0,8332,46.3,6.0,
6448,0.0,1/1/97,1.0,,,15.0,0.0,73166,70.4,26.0,
6449,0.0,3/1/01,5.0,,,5.0,0.0,1021,8.3,14.0,
6450,0.0,2/1/04,5.0,,,6.0,0.0,699,12.9,7.0,
6451,0.0,10/1/06,3.0,,,3.0,0.0,1442,15.3,3.0,
6452,0.0,4/1/00,3.0,46.0,,12.0,0.0,869,22.9,24.0,
6453,0.0,2/1/90,0.0,,,19.0,0.0,3789,16.9,37.0,
6454,0.0,10/1/99,1.0,,,6.0,0.0,3280,65.6,24.0,
6455,0.0,12/1/89,0.0,49.0,,6.0,0.0,9323,96.1,10.0,
6456,0.0,3/1/05,0.0,,,4.0,0.0,5132,36.4,7.0,
6457,0.0,3/1/07,4.0,,,3.0,0.0,525,35.0,5.0,
6458,0.0,11/1/95,2.0,,,15.0,0.0,43922,65.7,39.0,
6459,0.0,1/1/00,0.0,,,6.0,0.0,24286,56.7,12.0,
6460,0.0,12/1/99,0.0,,,14.0,0.0,7524,24.7,21.0,
6461,0.0,4/1/96,1.0,,,7.0,0.0,9635,51.2,20.0,
6462,0.0,1/1/97,0.0,,91.0,6.0,1.0,3973,29.2,9.0,
6463,0.0,3/1/98,2.0,,,4.0,0.0,5864,83.8,24.0,
6464,1.0,10/1/97,2.0,8.0,,20.0,0.0,11949,19.3,36.0,
6465,0.0,10/1/06,0.0,,,11.0,0.0,5686,61.8,12.0,
6466,1.0,12/1/94,3.0,17.0,,10.0,0.0,1431,46.2,13.0,
6467,1.0,6/1/93,0.0,12.0,,12.0,0.0,41845,73.0,39.0,
6468,1.0,11/1/95,3.0,3.0,,7.0,0.0,4293,29.6,25.0,
6469,0.0,3/1/92,0.0,,,6.0,0.0,16566,43.0,11.0,
6470,1.0,6/1/05,2.0,18.0,,3.0,0.0,924,77.0,7.0,
6471,0.0,7/1/00,6.0,,,13.0,0.0,20776,80.2,32.0,
6472,0.0,7/1/92,2.0,,,10.0,0.0,11978,25.5,28.0,
6473,0.0,11/1/01,2.0,,,8.0,0.0,7183,70.4,28.0,
6474,0.0,1/1/99,0.0,,,12.0,0.0,53321,95.6,33.0,
6475,0.0,9/1/05,0.0,,,8.0,0.0,10141,46.3,10.0,
6476,0.0,11/1/00,0.0,67.0,,4.0,0.0,4479,89.6,15.0,
6477,0.0,12/1/99,0.0,,,13.0,0.0,2523,24.5,25.0,
6478,1.0,12/1/88,1.0,16.0,,8.0,0.0,17883,73.6,28.0,
6479,0.0,9/1/01,1.0,,,9.0,0.0,11799,32.1,20.0,
6480,0.0,8/1/88,1.0,41.0,0.0,10.0,0.0,2773,10.8,15.0,
6481,3.0,4/1/95,0.0,11.0,,8.0,0.0,2574,49.5,14.0,
6482,0.0,1/1/87,0.0,35.0,,10.0,0.0,12372,28.1,17.0,
6483,1.0,11/1/93,0.0,14.0,,8.0,0.0,7392,37.3,24.0,
6484,0.0,11/1/99,0.0,68.0,,13.0,0.0,6683,36.5,19.0,
6485,1.0,4/1/96,1.0,4.0,,21.0,0.0,9582,43.4,32.0,
6486,0.0,11/1/03,0.0,,,10.0,0.0,11429,25.3,30.0,
6487,0.0,8/1/98,2.0,,,9.0,0.0,7539,29.8,38.0,
6488,0.0,10/1/04,1.0,,,12.0,0.0,1646,11.8,15.0,
6489,0.0,9/1/01,2.0,54.0,,14.0,0.0,2388,33.2,28.0,
6490,0.0,5/1/02,0.0,,,11.0,0.0,15108,15.6,28.0,
6491,0.0,12/1/88,2.0,,,11.0,0.0,42518,68.9,32.0,
6492,0.0,9/1/01,0.0,38.0,,4.0,0.0,3695,48.0,26.0,
6493,0.0,11/1/00,1.0,39.0,,15.0,0.0,6730,36.5,30.0,
6494,0.0,12/1/97,0.0,,,13.0,0.0,39900,70.3,32.0,
6495,0.0,6/1/05,1.0,,,3.0,0.0,3825,89.0,4.0,
6496,0.0,11/1/03,2.0,,,8.0,0.0,1960,9.7,10.0,
6497,0.0,5/1/98,0.0,36.0,,9.0,0.0,15265,44.4,37.0,
6498,0.0,1/1/85,2.0,37.0,,13.0,0.0,25575,61.3,46.0,
6499,0.0,7/1/06,0.0,,,6.0,0.0,525,10.1,11.0,
6500,0.0,7/1/88,1.0,,,18.0,0.0,59645,69.0,27.0,
6501,0.0,1/1/97,0.0,,,8.0,0.0,10692,95.5,9.0,
6502,0.0,10/1/73,1.0,40.0,,13.0,0.0,0,0.0,40.0,
6503,0.0,1/1/01,0.0,,,9.0,0.0,11199,37.1,25.0,
6504,0.0,5/1/99,1.0,,113.0,5.0,1.0,13224,96.5,9.0,
6505,0.0,10/1/05,1.0,,,12.0,0.0,1545,18.6,15.0,
6506,0.0,7/1/00,2.0,79.0,,12.0,0.0,4262,15.3,27.0,
6507,0.0,2/1/98,0.0,,,10.0,0.0,14639,34.2,32.0,
6508,0.0,4/1/00,3.0,,,7.0,0.0,31992,99.0,20.0,
6509,0.0,9/1/01,0.0,,,7.0,0.0,2074,10.6,15.0,
6510,0.0,6/1/92,1.0,38.0,,14.0,0.0,14338,34.2,29.0,
6511,0.0,6/1/89,1.0,,,4.0,0.0,7204,92.4,18.0,
6512,0.0,6/1/87,3.0,25.0,,9.0,0.0,3470,17.6,42.0,
6513,0.0,4/1/98,1.0,,,8.0,0.0,7872,76.4,16.0,
6514,0.0,5/1/93,0.0,41.0,,9.0,0.0,14607,56.4,21.0,
6515,0.0,9/1/78,0.0,,,4.0,0.0,5743,56.3,11.0,
6516,0.0,5/1/99,1.0,,,2.0,0.0,0,10.08,17.0,
6517,0.0,1/1/96,1.0,,,7.0,0.0,15955,70.9,19.0,
6518,0.0,3/1/04,1.0,,,9.0,0.0,8166,24.1,19.0,
6519,0.0,6/1/93,0.0,41.0,,6.0,0.0,10763,72.2,20.0,
6520,0.0,7/1/96,0.0,73.0,,12.0,0.0,17391,63.2,46.0,
6521,0.0,5/1/88,0.0,,,12.0,0.0,7369,18.5,37.0,
6522,0.0,1/1/03,1.0,,,13.0,0.0,13672,50.1,24.0,
6523,0.0,10/1/02,1.0,,,4.0,0.0,4159,59.4,9.0,
6524,0.0,9/1/04,1.0,43.0,,5.0,0.0,400,6.7,9.0,
6525,0.0,9/1/91,0.0,,,16.0,0.0,5193,8.7,53.0,
6526,0.0,4/1/06,0.0,,,13.0,0.0,6039,36.2,19.0,
6527,0.0,7/1/00,2.0,,,5.0,0.0,11646,93.9,13.0,
6528,3.0,9/1/00,2.0,14.0,,15.0,0.0,2476,37.0,31.0,
6529,0.0,4/1/00,1.0,,,12.0,0.0,13213,75.6,35.0,
6530,1.0,9/1/81,0.0,17.0,,10.0,0.0,182274,48.9,31.0,
6531,0.0,10/1/04,0.0,,,9.0,0.0,5760,22.5,12.0,
6532,0.0,3/1/08,0.0,,,3.0,0.0,1750,33.7,6.0,
6533,0.0,7/1/03,2.0,,,13.0,0.0,17952,68.9,19.0,
6534,0.0,9/1/84,0.0,,,11.0,0.0,27067,90.5,21.0,
6535,0.0,8/1/98,1.0,73.0,,12.0,0.0,11304,83.7,32.0,
6536,0.0,6/1/86,0.0,,,18.0,0.0,9764,20.2,38.0,
6537,0.0,7/1/02,1.0,,,7.0,0.0,196,2.7,8.0,
6538,0.0,7/1/05,0.0,,,10.0,0.0,11683,95.8,13.0,
6539,0.0,12/1/98,0.0,53.0,,10.0,0.0,15004,86.7,21.0,
6540,0.0,4/1/78,0.0,,,7.0,0.0,6096,17.3,10.0,
6541,0.0,9/1/95,6.0,,,14.0,0.0,13775,38.2,42.0,
6542,0.0,10/1/94,0.0,,,16.0,0.0,18590,22.2,41.0,
6543,1.0,6/1/98,0.0,20.0,,12.0,0.0,5425,22.1,30.0,
6544,0.0,2/1/07,3.0,,,4.0,0.0,5071,60.4,6.0,
6545,0.0,4/1/05,1.0,,,6.0,0.0,15107,65.1,10.0,
6546,0.0,12/1/92,1.0,,,11.0,0.0,14931,67.9,41.0,
6547,0.0,4/1/00,3.0,,,11.0,0.0,31299,68.6,24.0,
6548,0.0,10/1/92,2.0,,,5.0,0.0,59544,26.5,33.0,
6549,0.0,3/1/82,5.0,41.0,,15.0,0.0,21081,56.5,35.0,
6550,0.0,10/1/98,2.0,34.0,,7.0,0.0,2076,23.1,9.0,
6551,0.0,3/1/99,1.0,48.0,,27.0,0.0,2758,81.1,45.0,
6552,0.0,2/1/05,3.0,27.0,,7.0,0.0,4613,32.3,9.0,
6553,0.0,8/1/84,1.0,,,23.0,0.0,14785,13.8,46.0,
6554,0.0,9/1/01,0.0,,,6.0,0.0,21056,74.4,27.0,
6555,0.0,1/1/97,0.0,,,7.0,0.0,8149,47.7,28.0,
6556,0.0,9/1/88,0.0,,,7.0,0.0,19116,59.2,19.0,
